User_ID,Age,Income (INR),Credit Score,Risk Appetite,Preferred Spending
2113,20,1433387,542,Low,Shopping
2114,58,250818,806,High,Groceries
2115,59,2449119,342,High,Groceries
2116,31,2651603,629,Low,Travel
2117,28,1697116,890,Medium,Travel
2118,35,4512946,728,High,Dining
2119,29,3106273,461,Low,Entertainment
2120,40,395428,734,High,Healthcare
2121,29,4094099,532,Low,Entertainment
2122,30,4795772,410,High,Entertainment
2123,42,4489991,531,Medium,Healthcare
2124,62,4007114,572,Low,Shopping
2125,68,4181048,897,High,Groceries
2126,36,3490633,340,High,Dining
2127,63,1382618,859,Low,Healthcare
2128,53,1871179,765,Low,Travel
2129,62,295494,376,Medium,Dining
2130,25,3197439,789,Low,Shopping
2131,46,3428409,416,High,Dining
2132,49,3214130,733,Medium,Healthcare
2133,68,4947492,318,Low,Shopping
2134,61,2311278,870,High,Entertainment
2135,35,4088832,495,Low,Travel
2136,23,4735751,750,High,Travel
2137,35,416651,724,High,Healthcare
2138,36,1740856,693,Medium,Shopping
2139,39,3654520,583,Medium,Travel
2140,54,805502,333,Low,Shopping
2141,49,2735244,594,Medium,Dining
2142,58,1760155,550,Low,Groceries
2143,20,4240114,638,Medium,Groceries
2144,45,1811589,739,Medium,Groceries
2145,27,668163,479,Low,Travel
2146,68,1039812,527,Medium,Healthcare
2147,52,970008,322,Medium,Groceries
2148,46,4698907,626,Medium,Entertainment
2149,32,3200102,453,Medium,Healthcare
2150,50,4131926,445,Low,Groceries
2151,24,1244654,551,High,Dining
2152,29,2578772,601,Low,Groceries
2153,66,3676452,369,Low,Healthcare
2154,47,3597559,842,Low,Travel
2155,38,548737,392,Medium,Entertainment
2156,48,3021562,462,Medium,Dining
2157,41,1649299,380,High,Healthcare
2158,37,1712185,887,Medium,Shopping
2159,54,2964630,362,High,Groceries
2160,21,381601,735,High,Dining
2161,45,4462986,347,Medium,Travel
2162,61,3568737,744,High,Shopping
2163,37,2744544,373,Low,Groceries
2164,41,1495129,841,Low,Dining
2165,67,3699585,456,Low,Entertainment
2166,66,1614780,786,High,Healthcare
2167,68,2228217,565,High,Groceries
2168,49,859297,555,Low,Dining
2169,58,2764878,338,Medium,Groceries
2170,53,1362936,354,Low,Entertainment
2171,51,789306,327,Medium,Dining
2172,53,1645819,417,Medium,Healthcare
2173,19,4110920,669,High,Groceries
2174,32,2433969,508,High,Dining
2175,51,392803,886,Medium,Shopping
2176,53,1859848,876,Medium,Travel
2177,23,3112035,857,Medium,Entertainment
2178,56,2653039,615,High,Dining
2179,59,3496581,692,Low,Dining
2180,68,2175516,743,Medium,Dining
2181,68,4728458,558,High,Groceries
2182,29,4602140,497,Low,Entertainment
2183,20,4527219,744,High,Travel
2184,62,4590985,869,Low,Entertainment
2185,35,1002491,881,High,Groceries
2186,57,977150,604,Low,Dining
2187,38,3517568,638,Medium,Entertainment
2188,32,3227929,828,High,Dining
2189,50,971469,353,Low,Travel
2190,52,2521991,411,Low,Shopping
2191,43,1876099,718,Low,Groceries
2192,25,2290651,604,Medium,Shopping
2193,53,3915526,737,High,Entertainment
2194,65,974456,384,Low,Dining
2195,47,3154233,823,Medium,Dining
2196,40,1093155,551,Medium,Healthcare
2197,59,727169,425,Medium,Healthcare
2198,61,3981876,704,Medium,Shopping
2199,31,2097465,603,Medium,Healthcare
2200,31,2463567,327,Medium,Entertainment
2201,19,4865770,565,Medium,Travel
2202,54,2270569,351,High,Entertainment
2203,22,1516461,810,High,Shopping
2204,55,347733,506,Medium,Entertainment
2205,62,4229251,873,Low,Healthcare
2206,58,494977,810,Low,Healthcare
2207,64,2924006,852,Low,Travel
2208,31,1319816,500,Medium,Entertainment
2209,56,2928338,583,Low,Travel
2210,42,2506456,656,High,Shopping
2211,37,4171183,346,High,Groceries
2212,19,4172369,436,High,Entertainment
2213,56,4750038,429,High,Entertainment
2214,23,3426250,494,Medium,Travel
2215,34,2670950,663,High,Healthcare
2216,42,2966952,731,Low,Shopping
2217,45,601176,368,Low,Groceries
2218,19,1271038,757,High,Entertainment
2219,52,1243423,839,High,Shopping
2220,54,2052829,634,High,Healthcare
2221,22,2717626,825,Low,Groceries
2222,18,292889,857,Low,Groceries
2223,57,4483256,315,High,Travel
2224,29,917884,755,Low,Dining
2225,53,4809635,809,Low,Healthcare
2226,62,2998945,508,Medium,Dining
2227,40,4615880,457,High,Healthcare
2228,64,3302923,636,High,Shopping
2229,48,2795301,540,Medium,Dining
2230,28,1065796,357,Medium,Entertainment
2231,27,3153661,604,Low,Entertainment
2232,20,2599940,644,Medium,Entertainment
2233,31,3337877,313,High,Groceries
2234,33,4648388,658,High,Travel
2235,27,329466,676,High,Healthcare
2236,46,2311740,542,Low,Travel
2237,27,4181576,444,Low,Healthcare
2238,29,3507657,714,High,Entertainment
2239,47,1794575,693,High,Groceries
2240,58,1932329,657,Low,Groceries
2241,18,2057084,875,Low,Groceries
2242,22,1594994,457,Medium,Groceries
2243,37,4714057,317,Low,Groceries
2244,25,4030405,860,Low,Entertainment
2245,60,1746557,867,High,Travel
2246,29,3285689,646,High,Shopping
2247,18,4449790,357,High,Dining
2248,37,3400890,454,Medium,Travel
2249,45,229882,866,Low,Entertainment
2250,60,2875518,786,Medium,Dining
2251,54,3142318,830,Low,Shopping
2252,64,1487256,786,Low,Healthcare
2253,54,4569202,450,High,Shopping
2254,29,1598705,658,Low,Shopping
2255,54,756831,667,Medium,Entertainment
2256,66,848567,346,High,Healthcare
2257,66,4797577,506,Medium,Dining
2258,61,3588449,749,Medium,Groceries
2259,45,1029347,782,High,Healthcare
2260,64,889517,869,Low,Healthcare
2261,32,573519,442,Medium,Shopping
2262,23,3242398,699,Low,Healthcare
2263,61,2230888,396,High,Travel
2264,37,1237904,346,Low,Groceries
2265,67,4569246,490,Low,Shopping
2266,31,3410557,439,High,Dining
2267,19,3067042,530,Low,Dining
2268,26,1783452,639,Medium,Dining
2269,54,1091712,790,Medium,Dining
2270,37,2243419,348,Medium,Dining
2271,43,472743,752,Low,Shopping
2272,46,534738,615,Medium,Travel
2273,18,4678597,621,Low,Travel
2274,52,3487008,386,Low,Dining
2275,23,397170,773,Low,Travel
2276,54,4574296,581,Low,Groceries
2277,22,4965358,373,High,Travel
2278,50,4189174,752,Medium,Healthcare
2279,66,2774584,346,Medium,Dining
2280,68,2908562,887,Low,Healthcare
2281,31,2765513,395,High,Healthcare
2282,29,3428939,330,Low,Dining
2283,59,3767008,833,Medium,Entertainment
2284,37,647095,316,Medium,Shopping
2285,67,3472262,511,High,Entertainment
2286,41,2685500,534,Low,Travel
2287,60,3781884,691,High,Entertainment
2288,51,2901433,653,Low,Groceries
2289,42,1185979,604,High,Entertainment
2290,67,1035358,898,Medium,Entertainment
2291,46,1679995,849,High,Shopping
2292,56,1992837,864,Medium,Groceries
2293,48,2171472,839,Medium,Entertainment
2294,64,4598884,888,Low,Dining
2295,60,4968977,808,High,Travel
2296,67,1279229,694,High,Entertainment
2297,40,1340441,730,High,Shopping
2298,61,3823664,861,High,Dining
2299,55,1394447,476,Low,Shopping
2300,37,1787916,705,Low,Healthcare
2301,40,2434268,600,Low,Entertainment
2302,62,4614679,744,Medium,Travel
2303,69,2803087,426,Medium,Travel
2304,33,4018362,648,Medium,Dining
2305,67,1483596,320,Low,Dining
2306,59,249892,719,Medium,Dining
2307,25,545535,451,High,Travel
2308,67,3601944,459,Medium,Entertainment
2309,38,3318113,779,Low,Healthcare
2310,18,1407935,742,Low,Travel
2311,25,983059,395,Low,Dining
2312,46,2422854,651,Low,Groceries
2313,49,4467831,374,High,Entertainment
2314,55,3492239,893,Medium,Healthcare
2315,22,1115108,658,Medium,Travel
2316,64,2584272,432,Low,Groceries
2317,39,3166227,699,Medium,Entertainment
2318,64,3020377,438,High,Healthcare
2319,51,1618351,545,Low,Travel
2320,18,3926713,590,Medium,Entertainment
2321,43,794670,411,Medium,Entertainment
2322,60,1003083,469,Medium,Dining
2323,27,380116,898,Medium,Travel
2324,47,4408937,539,Low,Entertainment
2325,67,4473468,636,Low,Healthcare
2326,35,987001,437,High,Dining
2327,34,4517729,893,Low,Entertainment
2328,43,495182,535,Medium,Shopping
2329,25,1428736,302,Medium,Groceries
2330,64,1452825,870,Medium,Entertainment
2331,57,2502690,415,High,Dining
2332,66,922153,771,Low,Dining
2333,29,3812730,430,Low,Healthcare
2334,44,3646010,782,Low,Entertainment
2335,25,2769395,700,Medium,Entertainment
2336,42,3532951,500,Medium,Healthcare
2337,63,3194324,591,Medium,Groceries
2338,21,511416,641,High,Healthcare
2339,50,337980,515,High,Dining
2340,18,2701212,884,Medium,Groceries
2341,36,4620605,665,High,Groceries
2342,48,1024765,768,High,Travel
2343,33,1107651,717,High,Dining
2344,31,1593749,326,Low,Dining
2345,65,1550417,754,High,Healthcare
2346,22,1190391,879,Medium,Dining
2347,58,4449367,313,Low,Entertainment
2348,43,787069,397,High,Healthcare
2349,45,4147061,578,Medium,Dining
2350,19,3356366,789,High,Entertainment
2351,67,2515138,506,Medium,Travel
2352,23,4615972,532,Medium,Dining
2353,26,4909822,872,High,Travel
2354,50,749666,896,High,Dining
2355,58,4183027,538,Low,Dining
2356,42,1366747,549,High,Shopping
2357,65,4084817,882,Medium,Entertainment
2358,30,4982969,896,Low,Dining
2359,26,4973283,605,Medium,Travel
2360,30,3335392,762,Medium,Groceries
2361,48,2259417,535,High,Travel
2362,58,4388432,590,Medium,Entertainment
2363,28,2608359,338,High,Dining
2364,21,2032760,482,Medium,Healthcare
2365,51,2642367,329,Low,Shopping
2366,55,2739065,687,High,Healthcare
2367,63,4988875,442,Low,Shopping
2368,21,2356719,718,High,Shopping
2369,55,2226091,373,Low,Healthcare
2370,36,1390334,354,High,Entertainment
2371,23,4300681,871,Low,Dining
2372,51,3931622,323,Low,Travel
2373,35,916079,321,High,Healthcare
2374,30,3287686,727,High,Groceries
2375,58,1154227,331,Medium,Shopping
2376,40,3113461,638,Medium,Travel
2377,36,4643769,814,High,Groceries
2378,62,2521741,811,High,Travel
2379,28,2835466,369,Low,Dining
2380,18,4272476,387,Low,Groceries
2381,41,4689929,870,Medium,Entertainment
2382,24,4221340,518,Medium,Entertainment
2383,42,3598499,888,Medium,Healthcare
2384,38,258031,569,Low,Travel
2385,32,2118135,377,Low,Entertainment
2386,18,2651550,891,Low,Entertainment
2387,29,2281552,309,Medium,Healthcare
2388,24,4736672,767,High,Healthcare
2389,32,2384847,635,Medium,Entertainment
2390,38,1378642,485,Low,Travel
2391,36,2841532,845,Medium,Travel
2392,46,4311932,420,Medium,Shopping
2393,42,1830969,891,Medium,Shopping
2394,50,1934441,864,Medium,Groceries
2395,66,1452876,573,Low,Groceries
2396,49,4685003,709,Medium,Groceries
2397,66,2893374,657,Low,Shopping
2398,52,3160841,397,Medium,Healthcare
2399,61,2792859,540,Low,Entertainment
2400,55,2118715,856,High,Dining
2401,43,691513,413,Low,Dining
2402,28,2377890,786,Low,Entertainment
2403,52,4730044,540,High,Travel
2404,25,4524917,455,High,Shopping
2405,63,4467905,651,High,Travel
2406,31,3375601,343,High,Dining
2407,27,1940584,891,High,Travel
2408,19,3417196,611,High,Shopping
2409,63,4066217,437,Medium,Shopping
2410,26,337405,735,Medium,Shopping
2411,20,321173,442,High,Dining
2412,38,246638,598,Low,Shopping
2413,43,1362496,861,Low,Groceries
2414,25,2707413,561,High,Groceries
2415,65,4041829,811,Medium,Entertainment
2416,19,4351538,361,Medium,Shopping
2417,23,2305039,866,Low,Groceries
2418,45,2264798,722,High,Shopping
2419,46,3050418,695,Medium,Dining
2420,43,3319810,330,High,Groceries
2421,42,1021929,629,High,Dining
2422,29,3972217,468,Low,Groceries
2423,22,2227842,565,High,Healthcare
2424,51,934459,607,High,Healthcare
2425,65,2587842,758,Low,Entertainment
2426,54,2506648,484,Medium,Entertainment
2427,32,2989850,633,High,Entertainment
2428,61,1676075,814,Low,Dining
2429,53,2903934,740,Medium,Groceries
2430,32,3817114,690,High,Healthcare
2431,60,508710,859,Medium,Shopping
2432,65,4741912,553,Low,Travel
2433,40,4103869,885,High,Healthcare
2434,23,4476295,634,Low,Healthcare
2435,63,2651976,699,Low,Shopping
2436,67,3397860,465,High,Healthcare
2437,61,2552221,559,Low,Healthcare
2438,60,4880018,303,Medium,Healthcare
2439,62,2980596,418,Low,Entertainment
2440,38,4240015,769,High,Entertainment
2441,40,3437355,769,High,Groceries
2442,60,322772,792,Medium,Entertainment
2443,33,4277411,799,High,Healthcare
2444,64,1177469,369,Low,Travel
2445,32,1507589,669,Low,Entertainment
2446,42,4196228,480,High,Groceries
2447,53,1665741,304,Medium,Groceries
2448,28,906412,496,Medium,Dining
2449,68,3001329,346,High,Healthcare
2450,32,491799,851,Low,Travel
2451,21,388874,439,High,Travel
2452,38,2508436,839,High,Dining
2453,30,673818,726,Medium,Travel
2454,39,4329014,888,Low,Groceries
2455,36,3235865,860,Medium,Shopping
2456,51,4083424,609,Medium,Groceries
2457,31,4637022,573,Low,Entertainment
2458,21,917167,838,Low,Shopping
2459,65,2844526,689,Low,Travel
2460,69,3431365,758,High,Healthcare
2461,63,4028295,660,Low,Shopping
2462,44,4763782,368,High,Groceries
2463,46,1924833,882,Medium,Groceries
2464,64,787371,730,Low,Entertainment
2465,45,3440756,331,High,Groceries
2466,52,2113514,812,High,Entertainment
2467,25,862643,481,High,Groceries
2468,33,3964040,547,High,Dining
2469,59,3860880,596,Medium,Travel
2470,53,407627,329,Low,Healthcare
2471,47,3846277,601,Low,Entertainment
2472,35,1792210,775,Low,Dining
2473,19,3118634,651,Low,Travel
2474,66,4084485,781,Low,Entertainment
2475,30,2191226,616,Low,Shopping
2476,21,1630360,696,High,Dining
2477,43,1029119,388,Low,Entertainment
2478,42,2097871,533,High,Dining
2479,47,4385011,467,Medium,Dining
2480,28,2690959,425,High,Dining
2481,24,1254853,872,Medium,Shopping
2482,48,3586243,419,Low,Groceries
2483,61,1969819,727,Medium,Dining
2484,27,486885,489,Medium,Travel
2485,56,4776168,727,High,Groceries
2486,30,3645083,859,High,Shopping
2487,48,1735410,501,Medium,Healthcare
2488,24,549760,358,Medium,Shopping
2489,66,1939549,522,Low,Healthcare
2490,59,1436664,791,High,Travel
2491,59,4613905,310,Medium,Healthcare
2492,53,3030434,811,High,Entertainment
2493,37,496177,609,Low,Dining
2494,21,3606433,333,Low,Groceries
2495,24,3800937,639,Medium,Entertainment
2496,18,212938,780,Low,Groceries
2497,61,1379418,873,Medium,Dining
2498,62,1194199,392,High,Groceries
2499,59,2119398,432,High,Shopping
2500,64,3814962,718,Medium,Dining
2501,30,3445100,767,Medium,Dining
2502,39,3622578,743,Medium,Groceries
2503,38,1385622,329,High,Entertainment
2504,39,4392907,597,High,Healthcare
2505,45,745501,360,Low,Travel
2506,26,4086101,757,Low,Healthcare
2507,43,4142571,603,High,Shopping
2508,26,2212236,639,High,Dining
2509,32,1711602,747,Medium,Dining
2510,27,2546118,601,High,Shopping
2511,41,4839596,839,High,Travel
2512,59,3665495,784,Low,Dining
2513,25,1278290,376,Low,Healthcare
2514,41,889746,814,Medium,Shopping
2515,33,3717155,848,Low,Dining
2516,66,4711496,391,Medium,Healthcare
2517,43,555439,765,High,Shopping
2518,44,4406330,765,High,Shopping
2519,54,1881063,898,Medium,Shopping
2520,21,3180858,339,Low,Travel
2521,67,488988,628,Low,Shopping
2522,41,4286679,584,High,Entertainment
2523,36,2649711,853,Low,Groceries
2524,53,4449012,365,Medium,Groceries
2525,56,2754293,408,High,Shopping
2526,27,1824438,714,Low,Dining
2527,42,2709180,391,High,Groceries
2528,35,4056397,667,High,Healthcare
2529,36,2207708,722,Low,Healthcare
2530,53,1503027,871,Medium,Dining
2531,27,639844,539,Low,Healthcare
2532,50,487249,734,Low,Entertainment
2533,67,4725605,511,Low,Dining
2534,22,1597955,699,Low,Healthcare
2535,64,970802,825,Low,Shopping
2536,66,4658795,767,Low,Healthcare
2537,52,3047534,469,Medium,Shopping
2538,61,4179810,509,High,Healthcare
2539,51,4542486,555,Medium,Healthcare
2540,50,3219579,372,Low,Healthcare
2541,38,907161,446,Medium,Shopping
2542,34,4850291,639,High,Healthcare
2543,39,4519230,616,Medium,Healthcare
2544,65,281147,874,Low,Entertainment
2545,54,1792063,453,High,Travel
2546,32,4233743,554,Low,Shopping
2547,52,2417939,650,Low,Entertainment
2548,45,688633,846,High,Groceries
2549,24,3096355,611,High,Dining
2550,49,3471335,433,Low,Travel
2551,28,3232954,428,Medium,Entertainment
2552,27,367071,735,High,Entertainment
2553,26,1975823,579,Medium,Healthcare
2554,31,4850188,657,Medium,Groceries
2555,30,2865880,551,High,Groceries
2556,42,4950247,434,Medium,Healthcare
2557,19,4961631,822,High,Entertainment
2558,52,2614551,618,High,Entertainment
2559,24,272219,379,High,Healthcare
2560,38,3007501,490,High,Travel
2561,35,2046252,752,Medium,Shopping
2562,20,3964610,643,Medium,Travel
2563,59,2992063,329,High,Shopping
2564,56,566042,713,High,Groceries
2565,58,2464381,667,High,Dining
2566,66,1537900,895,High,Healthcare
2567,28,1065048,801,Low,Travel
2568,56,1476137,320,Medium,Groceries
2569,41,2859245,848,Medium,Travel
2570,63,2703821,545,High,Entertainment
2571,36,1438669,582,Low,Shopping
2572,21,2391951,531,Low,Healthcare
2573,43,1124914,615,Low,Entertainment
2574,55,805750,635,High,Shopping
2575,59,379340,710,Low,Entertainment
2576,49,4436343,544,High,Shopping
2577,56,3054414,686,Low,Shopping
2578,62,1296376,657,High,Entertainment
2579,63,2600057,321,High,Groceries
2580,53,2996175,318,Medium,Healthcare
2581,57,3255068,586,High,Dining
2582,54,441324,575,Low,Travel
2583,50,4903966,851,Medium,Shopping
2584,53,4822887,371,Low,Healthcare
2585,20,3859248,664,High,Travel
2586,26,3667766,634,Medium,Healthcare
2587,25,433229,889,High,Entertainment
2588,50,1037876,498,High,Travel
2589,23,3248925,316,Low,Healthcare
2590,58,1288894,517,Low,Dining
2591,56,2989530,446,Low,Healthcare
2592,21,324078,509,Medium,Healthcare
2593,30,239759,713,Low,Shopping
2594,66,4773483,629,High,Shopping
2595,19,3150161,651,Medium,Shopping
2596,22,4761679,462,Low,Entertainment
2597,61,1232203,400,Low,Healthcare
2598,44,1091111,626,Low,Dining
2599,49,2582778,626,High,Travel
2600,38,4874837,454,Low,Shopping
2601,25,3217721,309,High,Groceries
2602,55,4785941,652,Medium,Healthcare
2603,25,4643131,482,Low,Dining
2604,67,445256,754,High,Dining
2605,20,2318670,305,Low,Shopping
2606,61,610275,632,Low,Entertainment
2607,20,2029210,632,Medium,Shopping
2608,39,794091,557,Medium,Entertainment
2609,23,271524,510,High,Groceries
2610,19,1767431,350,High,Groceries
2611,40,1076004,744,High,Shopping
2612,61,2174760,676,Medium,Travel
2613,19,4985613,785,High,Shopping
2614,55,3032761,350,Medium,Shopping
2615,34,2292195,453,Medium,Dining
2616,52,1960828,881,Low,Shopping
2617,51,1370407,609,Low,Shopping
2618,40,968976,698,High,Shopping
2619,47,4831004,433,Medium,Travel
2620,69,1443517,519,Medium,Dining
2621,25,1424858,462,Medium,Healthcare
2622,39,2092608,868,Low,Healthcare
2623,61,4734945,801,Medium,Healthcare
2624,53,832899,414,High,Healthcare
2625,22,3483287,798,High,Dining
2626,30,4192852,771,Low,Shopping
2627,46,2883552,448,High,Healthcare
2628,48,1148614,540,Medium,Shopping
2629,64,3584768,422,Medium,Healthcare
2630,33,3054891,368,High,Travel
2631,59,3337358,362,Low,Shopping
2632,47,4742709,315,Medium,Dining
2633,33,4585500,689,Medium,Entertainment
2634,29,4091386,889,Low,Travel
2635,34,1962204,557,Medium,Entertainment
2636,33,4984912,516,High,Travel
2637,29,2259636,778,High,Dining
2638,25,3580795,413,Low,Travel
2639,37,3742140,679,Low,Shopping
2640,20,4731536,536,High,Groceries
2641,33,4136906,775,Low,Groceries
2642,47,2478569,897,High,Healthcare
2643,62,4312452,428,Low,Healthcare
2644,40,543275,809,High,Shopping
2645,45,1270639,464,Medium,Dining
2646,68,3810680,576,Medium,Shopping
2647,57,4366932,556,High,Healthcare
2648,22,1425619,431,Medium,Travel
2649,37,4528974,869,High,Entertainment
2650,57,2307716,556,Low,Shopping
2651,61,3063564,440,Medium,Shopping
2652,18,3862667,508,Medium,Dining
2653,47,2609021,818,Medium,Healthcare
2654,38,3956150,350,High,Shopping
2655,37,2403092,802,Medium,Travel
2656,23,2883525,558,Low,Entertainment
2657,39,1790726,477,Medium,Travel
2658,35,1520985,842,Low,Groceries
2659,25,4580655,655,Medium,Healthcare
2660,56,1835335,617,Medium,Travel
2661,49,3436808,663,Low,Dining
2662,50,2770202,354,Medium,Entertainment
2663,33,656195,455,Low,Healthcare
2664,29,4712276,343,Low,Travel
2665,55,1739998,892,Low,Shopping
2666,69,3724756,841,Medium,Healthcare
2667,51,1880871,621,Medium,Travel
2668,31,2149428,313,Low,Shopping
2669,53,1947888,656,Medium,Groceries
2670,50,1728362,782,High,Entertainment
2671,40,1228520,658,Low,Healthcare
2672,67,3616356,617,Low,Healthcare
2673,62,1573368,374,High,Travel
2674,19,3901339,890,High,Groceries
2675,58,1081037,493,Low,Dining
2676,38,3826307,662,High,Travel
2677,19,3601268,395,Low,Travel
2678,44,454547,339,Medium,Dining
2679,26,2568403,696,High,Dining
2680,18,1763332,406,Low,Dining
2681,28,2877221,316,Low,Entertainment
2682,20,4290602,826,Low,Dining
2683,69,4850215,798,High,Dining
2684,40,1536371,824,Medium,Shopping
2685,43,2791661,342,Medium,Shopping
2686,21,223446,892,High,Dining
2687,35,1417756,649,Low,Entertainment
2688,23,2825263,329,Low,Entertainment
2689,52,2441678,740,Low,Groceries
2690,39,2956444,841,High,Entertainment
2691,60,405162,754,High,Groceries
2692,32,4860500,393,Low,Dining
2693,39,4666958,594,Low,Entertainment
2694,54,2963049,848,Low,Shopping
2695,69,2403087,388,High,Groceries
2696,59,3152718,802,High,Shopping
2697,29,4895747,513,Medium,Travel
2698,64,2551130,721,Low,Shopping
2699,66,576924,825,Low,Dining
2700,59,587688,491,Medium,Entertainment
2701,55,2813556,523,Low,Entertainment
2702,35,4214398,854,Medium,Healthcare
2703,62,2635016,686,High,Dining
2704,52,1270648,773,Medium,Travel
2705,47,4475319,502,Medium,Entertainment
2706,41,4619379,746,High,Shopping
2707,59,4090026,367,Low,Groceries
2708,47,4571078,391,Medium,Dining
2709,31,4758708,477,Medium,Entertainment
2710,23,4793577,858,Low,Groceries
2711,20,751556,302,Medium,Shopping
2712,33,4045066,402,High,Entertainment
2713,24,4113982,572,Medium,Travel
2714,69,4388136,833,Low,Dining
2715,31,2743951,415,Low,Groceries
2716,26,2900840,763,Medium,Entertainment
2717,32,4690741,403,Low,Dining
2718,38,3981597,558,Low,Entertainment
2719,52,4501313,607,Medium,Dining
2720,19,2061317,666,Medium,Groceries
2721,44,3106868,601,Low,Travel
2722,19,4258961,859,Medium,Dining
2723,52,3446532,326,High,Travel
2724,35,4463304,807,Medium,Travel
2725,31,4478483,826,Low,Shopping
2726,37,4325339,664,High,Entertainment
2727,35,2100057,597,Low,Groceries
2728,27,2064273,660,Low,Shopping
2729,42,3820434,803,High,Healthcare
2730,19,984514,887,Medium,Entertainment
2731,42,1272456,329,Low,Shopping
2732,50,2119587,738,Medium,Dining
2733,53,3739199,639,Medium,Dining
2734,48,4789022,425,High,Dining
2735,31,3022704,895,Low,Healthcare
2736,18,2469590,865,High,Travel
2737,63,2717793,665,High,Dining
2738,33,4839848,742,Low,Entertainment
2739,63,3066792,562,Low,Entertainment
2740,69,3679566,521,High,Shopping
2741,20,3744750,301,High,Travel
2742,52,4873794,693,High,Shopping
2743,58,2353883,605,Low,Shopping
2744,23,2248613,445,Low,Dining
2745,42,2546243,829,High,Shopping
2746,30,4465630,827,Low,Healthcare
2747,51,537850,607,Low,Entertainment
2748,25,3879020,639,Low,Entertainment
2749,38,1693156,651,Medium,Entertainment
2750,51,688968,508,Medium,Travel
2751,21,4448949,504,High,Dining
2752,42,1780096,314,Medium,Dining
2753,32,4865730,727,High,Shopping
2754,21,1893465,775,High,Shopping
2755,62,4475892,597,Low,Groceries
2756,29,3875929,856,High,Groceries
2757,49,4507997,393,High,Dining
2758,49,1866313,406,High,Dining
2759,45,2307719,718,High,Shopping
2760,30,1811243,577,Low,Healthcare
2761,48,2428553,427,Low,Healthcare
2762,31,2502611,758,High,Entertainment
2763,37,2358184,337,Medium,Shopping
2764,35,899438,497,Medium,Groceries
2765,46,3891316,656,High,Groceries
2766,23,4392896,306,Low,Healthcare
2767,49,2877049,855,High,Dining
2768,46,2488786,631,High,Shopping
2769,60,2911485,818,Low,Entertainment
2770,19,3045157,493,Medium,Entertainment
2771,40,419162,615,High,Dining
2772,36,4253492,300,Low,Groceries
2773,48,3041852,361,Low,Healthcare
2774,68,3513723,642,High,Dining
2775,22,1540522,317,Low,Groceries
2776,36,1601051,670,High,Groceries
2777,51,2753272,878,Medium,Entertainment
2778,27,3470514,870,High,Groceries
2779,42,3938163,534,Medium,Dining
2780,19,746363,368,Low,Travel
2781,28,4380513,746,High,Healthcare
2782,67,4214175,307,Low,Groceries
2783,48,4524155,761,High,Dining
2784,32,1308198,610,Low,Entertainment
2785,26,3662087,433,Medium,Shopping
2786,40,2108981,684,High,Entertainment
2787,36,1881518,355,Low,Healthcare
2788,26,3594837,659,High,Shopping
2789,52,486172,413,High,Shopping
2790,38,4694463,387,Medium,Entertainment
2791,26,761133,437,Low,Dining
2792,45,1849258,407,High,Entertainment
2793,63,4569535,799,High,Travel
2794,68,4359962,834,High,Dining
2795,24,4681678,443,High,Dining
2796,33,1865418,355,High,Healthcare
2797,33,3394990,305,Low,Dining
2798,50,3304857,841,High,Healthcare
2799,21,4436026,746,High,Groceries
2800,21,895519,684,High,Healthcare
2801,56,440740,606,Low,Dining
2802,57,3446536,601,High,Groceries
2803,34,4649720,704,High,Groceries
2804,54,1510704,861,Medium,Travel
2805,56,3067492,809,Medium,Entertainment
2806,69,3187008,372,High,Dining
2807,46,3833803,863,High,Shopping
2808,69,3577300,564,Medium,Entertainment
2809,53,1869163,526,Low,Dining
2810,55,2987186,492,Low,Shopping
2811,56,3508769,673,Medium,Entertainment
2812,67,1787361,309,High,Travel
2813,54,2153923,601,Medium,Dining
2814,69,457471,658,Low,Entertainment
2815,52,2389171,351,Medium,Travel
2816,24,1963190,398,Low,Shopping
2817,44,1357593,892,High,Healthcare
2818,45,1055817,312,High,Dining
2819,39,3450881,689,High,Groceries
2820,31,758114,656,Low,Groceries
2821,24,1857106,310,Medium,Travel
2822,54,2158074,380,High,Healthcare
2823,39,1822964,560,Low,Groceries
2824,22,558349,305,High,Groceries
2825,19,1261385,757,Medium,Dining
2826,44,1359702,672,High,Groceries
2827,38,552465,780,Low,Shopping
2828,55,988525,521,Low,Travel
2829,32,4963090,380,High,Entertainment
2830,38,1813849,814,High,Groceries
2831,27,3296750,359,Low,Dining
2832,40,4412022,520,High,Entertainment
2833,56,4744066,648,High,Shopping
2834,22,2112886,860,High,Entertainment
2835,18,4965257,527,Medium,Groceries
2836,30,1018706,589,Medium,Travel
2837,38,4274651,592,Medium,Travel
2838,43,2443227,492,High,Travel
2839,67,1934802,773,Low,Groceries
2840,62,649110,556,High,Shopping
2841,38,3861068,805,High,Healthcare
2842,35,4006762,687,Medium,Entertainment
2843,54,1974474,697,Low,Travel
2844,62,3700975,665,Medium,Shopping
2845,49,3412174,589,Low,Dining
2846,53,753360,608,High,Dining
2847,34,4428021,577,High,Shopping
2848,52,4612721,763,High,Dining
2849,66,2676498,488,Low,Dining
2850,28,584533,477,Medium,Travel
2851,38,4503829,827,Medium,Groceries
2852,69,3802294,674,Medium,Groceries
2853,43,1461668,897,Low,Groceries
2854,21,3350374,753,Low,Groceries
